Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE_00000290_INT	LTR	Copia	1895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	2805	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000738_LTR	LTR	Copia	774	0	0	0	0	0	0	0	0	0	0	0	98	0	0	120	0	128	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000125_INT	LTR	Gypsy	1841	187	47	5949	296	1296	2268	2098	399	2414	1821	1194	621	385	1634	2202	1216	1771	1061	3298	555	2549	2059	2175	2160	1098	107	819	0	1588	106	129	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001011	DNAauto	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000222	DNA	Helitron	4706	0	0	0	0	0	0	0	73	0	0	0	0	0	0	171	154	419	0	404	0	0	0	327	201	0	0	0	750	406	0	401	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000730_INT	LTR	Copia	13494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	555	67	1522	234	2566	1420	228	3197	1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000319_INT	LTR	Gypsy	8082	0	0	2932	2813	72582	65262	10905	106	5789	6882	5927	137	519	63	1166	0	3473	20398	6642	2914	0	2417	0	4940	3841	581	3108	6192	735	478	0	779	1435	778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001329_INT	LTR	Copia	3774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	1763	4502	3349	3950	1950	4250	1564	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000109	DNA	Helitron	7049	85	0	0	509	222	284	1552	728	1053	130	130	1303	58	0	0	0	152	0	0	0	174	0	256	0	0	0	0	0	0	696	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001485_LTR	LTR	Gypsy	420	420	0	0	0	0	0	0	0	0	0	419	418	0	419	0	0	0	418	421	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001579_LTR	LTR	Gypsy	330	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	590	662	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000062	DNA	Helitron	10133	0	4187	4691	1327	5536	5767	14983	24707	8529	15794	4985	3316	3572	1604	1632	15129	9380	15121	1737	8172	7606	4380	1922	755	1176	935	2182	3999	3346	5556	5128	1606	493	1044	816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001296	DNAauto	CACTA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	88	0	74	0	0	197	0	428	0	437	1185	1103	0	363	335	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000232	DNA	Helitron	1908	0	0	0	0	0	1897	0	665	577	0	0	0	367	1511	0	2791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000175	DNA	Helitron	3810	0	0	0	48	0	916	1642	3409	1953	1106	1119	1284	646	1817	2645	514	2077	4172	4718	6707	6260	3865	2016	3804	386	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001047	DNA	Helitron	880	0	1656	0	1763	0	175	0	60	0	310	70	11	0	245	38	1	0	0	27	213	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000630	DNA	Helitron	0	2080	0	6456	28426	101023	18476	246	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000038	DNAauto	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	141	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001236_LTR	LTR	Gypsy	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001463	DNA	Helitron	1792	0	0	2138	0	0	3665	7214	10123	11375	13939	9548	2388	1651	1373	272	1027	775	749	0	1149	181	81	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000057	DNA	Helitron	7308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001061	DNAnona	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000954	DNAauto	CACTA	0	0	46	0	49	43	45	40	48	191	0	94	58	52	97	161	151	0	0	68	50	0	108	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001693_LTR	LTR	Copia	169	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001073	DNAauto	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000330_INT	LTR	Gypsy	3720	0	2893	12380	9196	28981	13670	16364	39398	5583	9848	8355	4908	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	3732	4059	3984	726	2094	1362	3292	1070	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000997_INT	LTR	Gypsy	0	0	0	0	745	0	0	0	0	0	1311	0	0	0	649	1138	127	0	2059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000676_LTR	LTR	Copia	0	0	0	781	390	806	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000599_LTR	LTR	Gypsy	376	187	192	0	192	0	0	0	0	0	0	0	170	0	0	0	189	73	189	191	278	0	0	0	0	0	343	174	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000872	DNAnona	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000090	DNA	Helitron	14197	0	0	0	0	0	0	0	0	0	39	0	0	0	121	0	0	0	0	42	133	163	228	405	447	118	376	303	190	629	705	848	786	0	149	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000853	DNAauto	MLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001572_LTR	LTR	Copia	204	101	0	0	100	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000121	DNA	Helitron	2064	0	1833	0	104	37	30	0	0	0	83	0	64	0	132	135	61	75	0	0	48	0	0	362	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001230_INT	LTR	Gypsy	0	0	0	0	0	0	0	0	48	0	1214	0	1079	474	0	0	1350	1230	1262	217	3953	1360	1347	0	0	0	0	0	0	0	0	132	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000505_INT	LTR	Copia	4230	0	4222	0	0	0	0	1528	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	4169	0	0	0	0	0	264	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000122	DNA	Helitron	2748	146	597	85	0	0	0	52	0	5	0	0	104	1111	142	0	127	51	87	90	292	730	539	642	0	81	301	84	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001601_INT	LTR	Gypsy	2287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000964	DNA	Helitron	1324	0	0	0	2708	1741	3275	0	415	369	2498	3499	1347	1654	246	1460	1448	1035	904	99	390	820	1581	1415	1492	889	150	105	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000659_INT	LTR	Gypsy	5442	307	0	9427	2841	19337	14088	3694	6191	13331	3238	10713	5495	0	0	0	0	7907	16909	19846	6017	9322	25710	20216	25597	10624	23371	1197	2518	2065	103	0	320	534	1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001638_INT	LTR	Gypsy	269	0	42	0	3330	271	799	3377	413	364	984	1869	5299	2101	3991	2822	2625	1913	1310	539	1070	2307	450	175	1192	566	348	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000612_INT	LTR	Copia	4170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	1110	630	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000482_LTR	LTR	Gypsy	449	0	449	0	450	0	0	0	0	0	461	445	443	0	0	0	463	0	0	0	0	0	0	0	237	462	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000781_INT	LTR	unknown	93	0	71	0	263	78	172	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001370_LTR	LTR	Gypsy	1838	56	37	0	1882	277	892	1946	9217	41570	36900	22414	9979	11266	5105	4478	0	1270	1446	1523	427	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000215	DNA	Helitron	9611	98	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	111	181	475	417	909	294	419	0	0	0	68	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001575	DNA	Helitron	0	0	1078	0	0	781	109	0	0	0	0	4325	4822	6137	3428	1628	126	0	0	226	0	0	14	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001093_LTR	LTR	Copia	313	0	0	329	960	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001551	DNA	Helitron	1228	3813	319	32	0	90	31	102	19	18	0	107	252	835	104	454	640	50	50	8	0	74	26	347	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000158	DNA	Helitron	7410	1001	254	0	50	0	0	424	34	156	0	305	0	82	0	0	462	0	0	652	601	0	46	330	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001305_LTR	LTR	Gypsy	639	0	0	0	623	0	0	0	631	0	262	0	488	0	633	0	0	629	401	0	0	0	0	0	0	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000469_LTR	LTR	Copia	677	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	81	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001642	DNAauto	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000647_LTR	LTR	unknown	1225	0	0	0	0	1189	1347	1814	1816	10609	12315	4593	1646	4277	5346	268	16035	12834	15320	13177	9746	3510	2691	2680	3262	3606	771	0	1194	0	95	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000644_INT	LTR	Copia	2151	0	0	0	0	0	0	0	0	0	1173	838	937	38	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001467_INT	LTR	Copia	4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	1064	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000344_INT	LTR	Gypsy	68	0	0	0	123	536	40	953	1442	504	1982	1394	512	1084	790	175	298	419	53	16	219	12	189	208	188	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000542_LTR	LTR	Copia	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000239_INT	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	104	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000321	DNAauto	PILE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000433_INT	LTR	Gypsy	4873	0	0	1160	1080	0	3455	0	2713	0	0	0	324	280	56	328	328	0	0	205	0	0	131	2257	3187	5692	6012	0	0	261	881	6458	2349	0	683	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0
TE_00000359_INT	LTR	Copia	4211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	1739	896	2866	0	0	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001319_LTR	LTR	Copia	1020	673	354	349	0	0	951	0	535	748	374	0	351	120	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000770_INT	LTR	Gypsy	2829	5550	0	0	0	0	0	0	0	0	0	0	0	49	0	0	49	0	0	0	0	0	0	379	0	0	96	2673	3235	1034	0	0	0	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001323	DNA	Helitron	10719	1408	47	0	664	0	157	2300	1810	820	1139	759	968	162	57	124	0	408	360	97	407	515	411	146	843	1061	0	1542	198	0	1520	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001640	DNAauto	POLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000042	DNA	Helitron	804	404	0	0	1187	0	4067	193	0	1176	1131	2189	1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000086	DNA	Helitron	3808	0	0	2037	3205	0	629	852	261	0	0	54	0	0	0	0	144	52	0	163	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000320	DNAnona	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001155_INT	LTR	Copia	4865	0	2628	3638	3196	0	0	0	0	363	0	0	0	0	0	0	1441	0	0	0	284	0	175	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000461	DNA	Helitron	3106	0	0	0	0	0	290	0	0	0	227	9	24	2	406	0	295	0	66	97	0	119	0	229	203	568	192	1009	183	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001758_INT	LTR	Copia	996	0	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1637	0	0	0	0	3216	0	0	274	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000075	DNA	Helitron	8750	0	281	84	178	1164	50	99	1313	59	68	195	915	200	479	702	90	479	243	1071	1770	569	780	246	96	321	188	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001219_INT	LTR	Gypsy	866	1103	0	0	0	0	0	44	0	0	0	0	0	37	487	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000171	DNA	Helitron	13112	65	83	60	0	115	22	755	682	128	59	1829	3026	3671	1154	2211	1873	3261	773	1465	690	935	208	503	198	720	100	330	722	0	126	170	167	128	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000982	DNAauto	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000334_INT	LTR	unknown	955	631	746	184	0	120	0	186	59	49	0	191	0	250	0	0	71	398	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001263_LTR	LTR	Copia	1048	0	0	0	0	0	489	0	0	0	81	0	0	0	89	800	380	680	496	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000968_INT	LTR	Copia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000957_INT	LTR	Copia	4159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1900	5064	0	342	3236	3582	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000059	DNA	Helitron	5768	0	620	0	0	0	149	55	0	0	0	311	0	0	1162	1220	996	455	1375	733	727	696	1236	758	2624	337	1062	734	914	295	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000500	DNA	Helitron	0	1455	1714	1556	2105	4492	1502	554	125	0	0	0	72	132	465	1244	1948	781	1006	541	277	301	211	0	267	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000995_LTR	LTR	Copia	766	0	766	0	0	0	0	0	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	253	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000061	DNA	Helitron	6074	0	0	820	0	1792	533	1374	242	808	545	338	783	2927	5641	2684	1400	772	506	636	1794	1050	883	866	102	98	0	0	0	0	152	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000952_INT	LTR	Copia	4295	0	0	0	0	4281	0	0	4231	0	0	0	0	0	0	0	4269	67	141	0	0	0	0	0	0	109	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001258_INT	LTR	Copia	4232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4217	3738	0	249	0	221	330	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000203	DNA	Helitron	4358	0	0	0	0	0	0	77	0	0	0	0	0	197	149	0	316	0	277	543	145	415	586	0	212	165	285	0	0	229	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000561_INT	LTR	Gypsy	0	0	0	0	0	0	490	462	587	0	0	0	714	0	1141	0	0	182	1361	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000185	DNA	Helitron	7874	0	1352	655	0	113	0	191	75	585	40	2085	0	607	0	485	0	0	553	676	0	56	1528	435	93	0	0	408	452	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001586	DNA	Helitron	0	0	0	1139	0	1911	309	4419	0	2115	1162	2017	1443	249	0	102	295	365	172	182	368	0	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001355	DNA	Helitron	4470	0	0	0	0	0	0	0	303	975	334	0	754	481	1440	146	610	80	447	1473	253	298	21	211	747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001501_INT	LTR	Gypsy	4562	5861	5887	10907	6244	8223	12907	7516	6785	3970	1857	5267	5607	0	511	860	1469	108	0	401	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000044	DNA	Helitron	12449	0	0	0	0	59	0	56	182	0	0	0	126	0	271	157	868	1235	0	606	74	536	258	68	151	0	115	388	0	115	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001035_LTR	LTR	unknown	324	1606	797	1459	1489	334	262	325	162	207	0	0	0	0	0	0	0	0	0	0	0	184	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001025_INT	LTR	unknown	1503	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000245	DNAnona	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000064	DNA	Helitron	3241	2495	1815	0	2529	3961	4516	3475	2066	1993	3732	313	249	435	1772	656	343	637	880	1268	510	1258	369	255	303	0	288	290	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000390_INT	LTR	Gypsy	12693	0	0	920	398	11382	6496	20583	18513	17272	14106	11856	6131	6360	13126	8606	5354	3463	8814	4744	2838	863	2505	3669	5946	7753	5489	3849	259	1393	29	506	354	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001669	DNA	Helitron	0	599	0	30	0	0	562	0	135	525	641	540	504	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000591	DNAauto	hAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	217	0	141	157	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000186	DNA	Helitron	8591	0	0	0	0	1457	0	66	342	0	80	0	40	132	0	1034	497	972	490	219	220	645	660	1152	292	139	294	204	0	2161	0	349	889	864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000083	DNA	Helitron	11176	0	0	0	0	0	134	57	0	0	0	0	0	0	0	38	86	2110	0	0	0	684	1655	566	2871	0	0	166	4505	874	363	2377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000115	DNA	Helitron	812	3157	0	122	808	883	60	217	0	93	201	875	0	693	593	239	742	643	0	336	411	376	113	724	1130	357	1071	1930	2140	1555	699	1032	1585	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000169	DNA	Helitron	7034	6215	3192	0	104	0	0	0	0	0	0	0	185	0	0	0	114	463	0	0	0	0	0	107	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000428	DNAnona	hAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000160	DNA	Helitron	6735	0	120	51	0	0	0	0	0	0	0	106	0	0	0	112	0	40	76	748	95	148	0	237	460	0	80	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001499_INT	LTR	Gypsy	5927	0	0	0	0	2806	534	0	406	0	0	4802	0	0	0	319	2261	394	94	3440	3974	3288	571	3342	0	0	0	8993	0	2311	0	3058	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000345_LTR	LTR	Copia	136	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000220	DNA	Helitron	7017	127	292	415	559	156	165	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	173	78	383	81	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001118_LTR	LTR	Gypsy	327	0	0	0	0	0	0	326	0	0	0	0	109	0	0	0	0	0	0	0	318	88	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000470_INT	LTR	Copia	3367	0	0	0	0	0	0	0	0	0	0	0	0	4186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
